nodeid	1	2	3	4	5	6
2016	8.415982557291327E-4	7.661891848177139E-4	1.8603615448397346E-4	1.8603615448397346E-4	1.8603615448397346E-4	1.0
2019	8.415982557291327E-4	7.661891848177139E-4	1.8603615448397346E-4	1.8603615448397346E-4	1.8603615448397346E-4	1.0
2018	2.470401624670194E-4	2.248492428900175E-4	5.3380710757805374E-5	5.3380710757805374E-5	5.3380710757805374E-5	0.9987706462754691
2021	4.2716108489844126E-4	3.8802007142486547E-4	9.32961856058319E-5	9.32961856058319E-5	9.32961856058319E-5	1.0
2020	2.470401624670194E-4	2.248492428900175E-4	5.3380710757805374E-5	5.3380710757805374E-5	5.3380710757805374E-5	0.9988051309664614
2023	1.1840156971740018E-4	1.0171640047488756E-4	2.200237664003502E-5	2.200237664003502E-5	2.200237664003502E-5	0.9987711414256218
2022	9.15122342809928E-5	7.86172830267919E-5	1.7004585932453193E-5	1.7004585932453193E-5	1.7004585932453193E-5	0.9986837345438706
2025	1.341712471063174E-4	1.152629544132901E-4	2.4933706169802145E-5	2.4933706169802145E-5	2.4933706169802145E-5	0.9999396625588544
2024	0.06017052493483921	8.235783741350521E-5	1.7813870042102735E-5	1.7813870042102735E-5	1.7813870042102735E-5	0.9993311780963061
2027	2.8712780434454223E-4	2.6116646778433835E-4	6.225959164444194E-5	6.225959164444194E-5	6.225959164444194E-5	0.9985878183010439
2026	9.491965474976952E-5	8.50503082358183E-5	1.9687826332265288E-5	1.9687826332265288E-5	1.9687826332265288E-5	1.0
2029	1.6766836605201134E-4	1.4403722540804042E-4	3.116090053963085E-5	3.116090053963085E-5	3.116090053963085E-5	0.9993442416652213
2028	0.31301126747612434	3.845054782041271E-5	8.315664661767383E-6	8.315664661767383E-6	8.315664661767383E-6	0.5511051939515653
2031	7.035722056196677E-5	6.302842049906518E-5	1.4389693563917161E-5	1.4389693563917161E-5	1.4389693563917161E-5	1.0
2030	1.4666572249946198E-4	1.329090289406247E-4	3.116090053963085E-5	3.116090053963085E-5	3.116090053963085E-5	0.9993210217726174
2002	2.470401624670194E-4	2.248492428900175E-4	5.3380710757805374E-5	5.3380710757805374E-5	5.3380710757805374E-5	0.9987706462754691
2003	0.0016595282987955276	0.0015123698888614386	3.6986615729028426E-4	3.6986615729028426E-4	3.6986615729028426E-4	1.0
2000	1.3584303631391506E-4	1.2290833911525595E-4	2.876609931233432E-5	2.876609931233432E-5	2.876609931233432E-5	0.9988886173564375
2001	1.4374367161000372E-4	1.2348582767313579E-4	2.671315053281678E-5	2.671315053281678E-5	2.671315053281678E-5	1.0
2006	0.09652501336820184	0.09706614413539703	6.804072714859868E-6	6.804072714859868E-6	6.804072714859868E-6	0.9461280244249979
2007	1.935337815707643E-4	1.7621736181855537E-4	4.1533968206393244E-5	4.1533968206393244E-5	4.1533968206393244E-5	1.0
2004	5.922934939807129E-5	5.088412657428116E-5	1.1005081088502023E-5	1.1005081088502023E-5	1.1005081088502023E-5	0.9986552195469223
2005	3.4319254182232917E-4	3.119561863768093E-4	7.468164046130497E-5	7.468164046130497E-5	7.468164046130497E-5	0.9978972462230336
2010	0.06590011492515147	1.0171640047488756E-4	2.200237664003502E-5	2.200237664003502E-5	2.200237664003502E-5	1.0
2011	0.13007243482897837	3.604822333880654E-5	7.796054930017923E-6	7.796054930017923E-6	7.796054930017923E-6	1.0
2008	2.2345582437889616E-4	1.9195705630239418E-4	4.1533968206393244E-5	4.1533968206393244E-5	4.1533968206393244E-5	0.9990892878061599
2009	1.265645069662498E-4	1.1433452429656835E-4	2.671315053281678E-5	2.671315053281678E-5	2.671315053281678E-5	0.9988829623334773
2014	0.3304343852365124	1.0806685183477949E-4	2.3376523915066442E-5	2.3376523915066442E-5	2.3376523915066442E-5	0.9065057464957175
2015	5.661781685252568E-4	5.144742604864787E-4	1.2427101929799646E-4	1.2427101929799646E-4	1.2427101929799646E-4	1.0
2012	0.10016412946013294	2.159008543360335E-4	4.671808777470472E-5	4.671808777470472E-5	4.671808777470472E-5	0.7723603545450983
2013	2.2345582437889616E-4	1.9195705630239418E-4	4.1533968206393244E-5	4.1533968206393244E-5	4.1533968206393244E-5	0.999121411456525
1987	0.1537991131384375	0.15622376785646305	9.126708003328196E-6	9.126708003328196E-6	9.126708003328196E-6	0.4580081961773724
1986	0.08807163023058771	4.676032695870573E-5	1.0113075648556676E-5	1.0113075648556676E-5	1.0113075648556676E-5	0.693663361793549
1985	0.04090387972662602	9.607087493422745E-5	2.0780833375689585E-5	2.0780833375689585E-5	2.0780833375689585E-5	0.9553517588608296
1984	1.059490386672423E-4	9.101918805378448E-5	1.9687826332265288E-5	1.9687826332265288E-5	1.9687826332265288E-5	0.998729836947698
1991	8.389127932146982E-5	7.207044958574237E-5	1.5588217091551337E-5	1.5588217091551337E-5	1.5588217091551337E-5	0.9992013114169718
1990	2.470401624670194E-4	2.248492428900175E-4	5.3380710757805374E-5	5.3380710757805374E-5	5.3380710757805374E-5	0.998527581336137
1989	1.6766836605201134E-4	1.4403722540804042E-4	3.116090053963085E-5	3.116090053963085E-5	3.116090053963085E-5	0.9993210217726174
1988	0.057981569353197544	4.5530328779581034E-5	9.847019894827011E-6	9.847019894827011E-6	9.847019894827011E-6	0.8732903086694692
1995	4.2716108489844126E-4	3.8802007142486547E-4	9.32961856058319E-5	9.32961856058319E-5	9.32961856058319E-5	1.0
1994	0.06225022364949461	0.06280833416076052	1.1005081088502023E-5	1.1005081088502023E-5	1.1005081088502023E-5	1.0
1993	0.13228044823212806	5.7664722807258215E-5	1.2471831336905298E-5	1.2471831336905298E-5	1.2471831336905298E-5	1.0
1992	1.0065587237018548E-4	0.02805787692156554	1.870400395873822E-5	1.870400395873822E-5	1.870400395873822E-5	0.9992861139488863
1999	9.15122342809928E-5	0.019313678496398697	0.06840887718629267	1.7004585932453193E-5	1.7004585932453193E-5	0.9004730577255354
1998	1.935337815707643E-4	1.7621736181855537E-4	4.1533968206393244E-5	4.1533968206393244E-5	4.1533968206393244E-5	0.9990963168204059
1997	2.8712780434454223E-4	2.6116646778433835E-4	6.225959164444194E-5	6.225959164444194E-5	6.225959164444194E-5	0.9998914132973098
1996	1.6766836605201134E-4	1.4403722540804042E-4	3.116090053963085E-5	3.116090053963085E-5	3.116090053963085E-5	0.9989288940690784
1972	3.4319254182232917E-4	3.119561863768093E-4	7.468164046130497E-5	7.468164046130497E-5	7.468164046130497E-5	0.9978972462230336
1973	1.18521612748342E-4	1.0690249352607472E-4	2.4933706169802145E-5	2.4933706169802145E-5	2.4933706169802145E-5	0.9994996509876444
1974	1.0529226504486731E-4	9.466992294946223E-5	2.200237664003502E-5	2.200237664003502E-5	2.200237664003502E-5	0.6144171743891915
1975	6.292925494293546E-5	5.4062628423848466E-5	1.169264132207829E-5	1.169264132207829E-5	1.169264132207829E-5	0.9995253034763729
1968	8.053784807490791E-5	6.918963778442758E-5	1.4964999829368049E-5	1.4964999829368049E-5	1.4964999829368049E-5	0.99864955725133
1969	0.017873709748782777	1.152629544132901E-4	2.4933706169802145E-5	2.4933706169802145E-5	2.4933706169802145E-5	0.9993999813474894
1970	7.744223900527896E-5	6.653031551247657E-5	1.4389693563917161E-5	1.4389693563917161E-5	1.4389693563917161E-5	1.0
1971	1.341712471063174E-4	1.152629544132901E-4	2.4933706169802145E-5	2.4933706169802145E-5	2.4933706169802145E-5	0.9994996504659932
1980	2.8712780434454223E-4	2.6116646778433835E-4	6.225959164444194E-5	6.225959164444194E-5	6.225959164444194E-5	0.9984150044777063
1981	2.470401624670194E-4	2.248492428900175E-4	5.3380710757805374E-5	5.3380710757805374E-5	5.3380710757805374E-5	0.998527581336137
1982	2.8712780434454223E-4	2.6116646778433835E-4	6.225959164444194E-5	6.225959164444194E-5	6.225959164444194E-5	0.9984150044777063
1983	3.4319254182232917E-4	3.119561863768093E-4	7.468164046130497E-5	7.468164046130497E-5	7.468164046130497E-5	1.0
1976	6.292925494293546E-5	5.4062628423848466E-5	1.169264132207829E-5	1.169264132207829E-5	1.169264132207829E-5	0.9995253034763729
1977	2.470401624670194E-4	2.248492428900175E-4	5.3380710757805374E-5	5.3380710757805374E-5	5.3380710757805374E-5	1.0
1978	0.03930284893824088	5.088412657428116E-5	1.1005081088502023E-5	1.1005081088502023E-5	1.1005081088502023E-5	0.9996385554519206
1979	7.744223900527896E-5	6.653031551247657E-5	1.4389693563917161E-5	1.4389693563917161E-5	1.4389693563917161E-5	0.9992513125024292
1957	3.4319254182232917E-4	3.119561863768093E-4	7.468164046130497E-5	7.468164046130497E-5	7.468164046130497E-5	1.0
1956	0.04789435050693195	5.088412657428116E-5	1.1005081088502023E-5	1.1005081088502023E-5	1.1005081088502023E-5	0.7861401955618819
1959	4.2716108489844126E-4	3.8802007142486547E-4	9.32961856058319E-5	9.32961856058319E-5	9.32961856058319E-5	0.9994791018770532
1958	0.1771153859703665	5.96519995274703E-5	1.2901720241180076E-5	1.2901720241180076E-5	1.2901720241180076E-5	0.5184865266484727
1953	7.304937005857422E-5	6.541987359880233E-5	1.4964999829368049E-5	1.4964999829368049E-5	1.4964999829368049E-5	0.8142542070598789
1952	1.265645069662498E-4	1.1433452429656835E-4	2.671315053281678E-5	2.671315053281678E-5	2.671315053281678E-5	0.9994246619971139
1955	1.7479247574220952E-4	1.5889950341727458E-4	3.7385587068224324E-5	3.7385587068224324E-5	3.7385587068224324E-5	0.9991035547230247
1954	0.1292978097644268	4.5530328779581034E-5	9.847019894827011E-6	9.847019894827011E-6	0.02339273118798152	1.0
1965	5.661781685252568E-4	5.144742604864787E-4	1.2427101929799646E-4	1.2427101929799646E-4	1.2427101929799646E-4	0.9975780955496186
1964	9.491965474976952E-5	8.50503082358183E-5	1.9687826332265288E-5	1.9687826332265288E-5	1.9687826332265288E-5	0.9987361512486297
1967	0.44715803402485343	5.96519995274703E-5	1.2901720241180076E-5	1.2901720241180076E-5	1.2901720241180076E-5	0.7994393507559154
1966	0.046017502596085606	0.048603752440633516	1.626563366878817E-5	1.626563366878817E-5	1.626563366878817E-5	0.9038645710691904
1961	0.22548386921809804	2.3705873930518716E-5	5.126626372232583E-6	5.126626372232583E-6	5.126626372232583E-6	1.0
1960	2.0114709329715745E-4	1.727948047442565E-4	3.7385587068224324E-5	3.7385587068224324E-5	3.7385587068224324E-5	0.9990303125588322
1963	2.169510203073547E-4	1.975893832007999E-4	4.671808777470472E-5	4.671808777470472E-5	4.671808777470472E-5	0.9990750419342493
1962	1.4666572249946198E-4	1.329090289406247E-4	3.116090053963085E-5	3.116090053963085E-5	3.116090053963085E-5	0.9993043727189277
1942	2.2345582437889616E-4	1.9195705630239418E-4	4.1533968206393244E-5	4.1533968206393244E-5	4.1533968206393244E-5	0.9990963242570988
1943	1.5945269683116355E-4	1.4472481054282485E-4	3.399060635367257E-5	3.399060635367257E-5	3.399060635367257E-5	0.9991641643128291
1940	8.415982557291327E-4	7.661891848177139E-4	1.8603615448397346E-4	1.8603615448397346E-4	1.8603615448397346E-4	1.0
1941	3.3488023833752774E-4	2.876601171246931E-4	6.225959164444194E-5	6.225959164444194E-5	6.225959164444194E-5	0.9985877859856767
1938	2.470401624670194E-4	2.248492428900175E-4	5.3380710757805374E-5	5.3380710757805374E-5	5.3380710757805374E-5	0.9988573779245291
1939	5.661781685252568E-4	5.144742604864787E-4	1.2427101929799646E-4	1.2427101929799646E-4	1.2427101929799646E-4	1.0
1936	0.057707987769205646	3.392841980371178E-5	7.337569149568486E-6	7.337569149568486E-6	7.337569149568486E-6	0.7897370877701337
1937	6.679435645934456E-4	5.736716755780011E-4	1.2427101929799646E-4	1.2427101929799646E-4	1.2427101929799646E-4	1.0
1950	4.2716108489844126E-4	3.8802007142486547E-4	9.32961856058319E-5	9.32961856058319E-5	9.32961856058319E-5	1.0
1951	1.1148718699298342E-4	1.0040071283775847E-4	2.3376523915066442E-5	2.3376523915066442E-5	2.3376523915066442E-5	0.9994809891040701
1948	1.6766836605201134E-4	1.4403722540804042E-4	3.116090053963085E-5	3.116090053963085E-5	3.116090053963085E-5	0.9993210217726174
1949	0.10416219700566003	2.582824229129059E-5	5.585636179208785E-6	5.585636179208785E-6	5.585636179208785E-6	0.5986233004092771
1946	9.051073004492451E-5	8.096138092043369E-5	1.870400395873822E-5	1.870400395873822E-5	1.870400395873822E-5	0.9992680830416405
1947	1.4374367161000372E-4	1.2348582767313579E-4	2.671315053281678E-5	2.671315053281678E-5	0.020650254569737677	0.9988597371432894
1944	1.935337815707643E-4	1.7621736181855537E-4	4.1533968206393244E-5	4.1533968206393244E-5	4.1533968206393244E-5	0.9990963168204059
1945	1.0529226504486731E-4	9.466992294946223E-5	2.200237664003502E-5	2.200237664003502E-5	2.200237664003502E-5	0.9987711340057905
1927	1.265645069662498E-4	1.1433452429656835E-4	2.671315053281678E-5	2.671315053281678E-5	2.671315053281678E-5	0.9988536236989516
1926	9.586652648177943E-5	8.235783741350521E-5	1.7813870042102735E-5	1.7813870042102735E-5	1.7813870042102735E-5	0.9992336143652456
1925	1.4374367161000372E-4	1.2348582767313579E-4	2.671315053281678E-5	2.671315053281678E-5	2.671315053281678E-5	0.9988468579078806
1924	1.5945269683116355E-4	1.4472481054282485E-4	3.399060635367257E-5	3.399060635367257E-5	3.399060635367257E-5	0.9989747092044883
1923	1.8288818018147773E-4	1.571108575005621E-4	3.399060635367257E-5	3.399060635367257E-5	3.399060635367257E-5	0.9989752727491062
1922	4.2716108489844126E-4	3.8802007142486547E-4	9.32961856058319E-5	9.32961856058319E-5	9.32961856058319E-5	0.9979256630122195
1921	8.053784807490791E-5	6.918963778442758E-5	1.4964999829368049E-5	1.4964999829368049E-5	1.4964999829368049E-5	0.9988559766335071
1920	2.2345582437889616E-4	1.9195705630239418E-4	4.1533968206393244E-5	4.1533968206393244E-5	4.1533968206393244E-5	0.999121411456525
1935	1.5945269683116355E-4	1.4472481054282485E-4	3.399060635367257E-5	3.399060635367257E-5	3.399060635367257E-5	0.9989752727491062
1934	7.913944763657646E-5	7.082633108634972E-5	1.626563366878817E-5	1.626563366878817E-5	1.626563366878817E-5	1.0
1933	2.169510203073547E-4	1.975893832007999E-4	4.671808777470472E-5	4.671808777470472E-5	4.671808777470472E-5	0.9989760430383499
1932	0.07847779008857912	5.580563796540198E-5	1.2069678408082636E-5	1.2069678408082636E-5	1.2069678408082636E-5	1.0
1931	2.8712780434454223E-4	2.6116646778433835E-4	6.225959164444194E-5	6.225959164444194E-5	6.225959164444194E-5	0.9985878183010439
1930	8.415982557291327E-4	7.661891848177139E-4	1.8603615448397346E-4	1.8603615448397346E-4	1.8603615448397346E-4	1.0
1929	5.442911421572594E-5	4.676032695870573E-5	1.0113075648556676E-5	1.0113075648556676E-5	1.0113075648556676E-5	0.9547031533619978
1928	1.6766836605201134E-4	1.4403722540804042E-4	3.116090053963085E-5	3.116090053963085E-5	3.116090053963085E-5	0.9989218823967179
2200	0.04812256823607375	2.307387625416556E-5	4.989930309680429E-6	4.989930309680429E-6	4.989930309680429E-6	0.8298590417941722
2201	0.7532595327522352	9.607087493422745E-5	2.0780833375689585E-5	2.0780833375689585E-5	2.0780833375689585E-5	6.8763824750931E-5
2202	6.943551940915921E-5	5.96519995274703E-5	1.2901720241180076E-5	1.2901720241180076E-5	1.2901720241180076E-5	1.0
2203	2.2345582437889616E-4	0.14186080396115294	4.1533968206393244E-5	4.1533968206393244E-5	4.1533968206393244E-5	1.0
2204	0.1614173758296511	0.1899967961093805	6.342854510378033E-6	6.342854510378033E-6	6.342854510378033E-6	0.71733610074931
2205	1.341712471063174E-4	1.152629544132901E-4	2.4933706169802145E-5	2.4933706169802145E-5	2.4933706169802145E-5	0.9994996509876444
2206	8.053784807490791E-5	0.05323433167734569	1.4964999829368049E-5	1.4964999829368049E-5	1.4964999829368049E-5	1.0
2207	0.03997552835152863	6.918963778442758E-5	1.4964999829368049E-5	1.4964999829368049E-5	1.4964999829368049E-5	0.7716753183041283
2192	0.8409613794728926	0.44283117092562574	3.116090053963085E-5	3.116090053963085E-5	0.09224415192533031	1.030716703131702E-4
2193	0.44210023054950837	4.5530328779581034E-5	9.847019894827011E-6	9.847019894827011E-6	9.847019894827011E-6	3.2597014791292214E-5
2194	0.47057606788924206	5.96519995274703E-5	1.2901720241180076E-5	1.2901720241180076E-5	1.2901720241180076E-5	4.270433519366516E-5
2195	1.0	3.449937282714528E-4	7.468164046130497E-5	7.468164046130497E-5	7.468164046130497E-5	2.466279443053276E-4
2196	0.6064713421834645	0.42688009036303487	0.0892446072902851	1.2471831336905298E-5	1.2471831336905298E-5	4.128206068638552E-5
2197	1.0	3.531288856105885E-5	0.06685097873180468	7.637012879146044E-6	0.09654724162290002	2.5283229149998478E-5
2198	0.13648920783871124	1.0	3.7385587068224324E-5	3.7385587068224324E-5	3.7385587068224324E-5	1.2363267008881493E-4
2199	1.265645069662498E-4	1.1433452429656835E-4	2.671315053281678E-5	2.671315053281678E-5	2.671315053281678E-5	1.0
2185	0.45411852672239716	0.22327144957140904	8.315664661767383E-6	8.315664661767383E-6	8.315664661767383E-6	2.752929573619931E-5
2184	1.0	2.159008543360335E-4	4.671808777470472E-5	4.671808777470472E-5	4.671808777470472E-5	0.0810612784411518
2187	0.09543161896270454	2.437342662620306E-5	5.270995680355163E-6	5.270995680355163E-6	5.270995680355163E-6	0.728096642603387
2186	8.053784807490791E-5	6.918963778442758E-5	1.4964999829368049E-5	1.4964999829368049E-5	1.4964999829368049E-5	1.0
2189	0.5552249780461073	7.520168919368108E-5	1.626563366878817E-5	1.626563366878817E-5	1.626563366878817E-5	0.6998695401624335
2188	0.7519312519310566	1.152629544132901E-4	2.4933706169802145E-5	2.4933706169802145E-5	2.4933706169802145E-5	0.5111019396864389
2191	0.15959833403039836	0.001701738188236147	3.6986615729028426E-4	3.6986615729028426E-4	3.6986615729028426E-4	0.0012082091161290552
2190	0.5034927796960406	1.2348582767313579E-4	2.671315053281678E-5	2.671315053281678E-5	2.671315053281678E-5	8.83742690391001E-5
2177	5.661781685252568E-4	5.144742604864787E-4	1.2427101929799646E-4	1.2427101929799646E-4	1.2427101929799646E-4	1.0
2176	1.341712471063174E-4	1.152629544132901E-4	2.4933706169802145E-5	2.4933706169802145E-5	2.4933706169802145E-5	1.0
2179	1.1840156971740018E-4	1.0171640047488756E-4	2.200237664003502E-5	2.200237664003502E-5	2.200237664003502E-5	0.9994143829498356
2178	4.0163760991911054E-4	3.449937282714528E-4	7.468164046130497E-5	7.468164046130497E-5	7.468164046130497E-5	0.7054420841986042
2181	1.935337815707643E-4	1.7621736181855537E-4	4.1533968206393244E-5	4.1533968206393244E-5	4.1533968206393244E-5	0.9989398135661485
2180	0.1218284192067185	8.647213327007203E-5	1.870400395873822E-5	0.015515221326382861	1.870400395873822E-5	1.0
2183	1.0	2.4666771326432076E-4	5.3380710757805374E-5	5.3380710757805374E-5	5.3380710757805374E-5	1.7642300114958332E-4
2182	1.0	7.86172830267919E-5	1.7004585932453193E-5	1.7004585932453193E-5	1.7004585932453193E-5	5.627608101446774E-5
2234	5.661781685252568E-4	5.144742604864787E-4	1.2427101929799646E-4	1.2427101929799646E-4	1.2427101929799646E-4	1.0
2235	0.04462706525857363	2.876601171246931E-4	6.225959164444194E-5	6.225959164444194E-5	6.225959164444194E-5	1.0
2232	2.169510203073547E-4	1.975893832007999E-4	4.671808777470472E-5	4.671808777470472E-5	4.671808777470472E-5	0.999121210501009
2233	2.169510203073547E-4	1.975893832007999E-4	4.671808777470472E-5	4.671808777470472E-5	4.671808777470472E-5	0.9989760132478944
2238	5.442911421572594E-5	4.676032695870573E-5	1.0113075648556676E-5	1.0113075648556676E-5	1.0113075648556676E-5	0.9995944940515041
2239	2.0114709329715745E-4	1.727948047442565E-4	3.7385587068224324E-5	3.7385587068224324E-5	3.7385587068224324E-5	0.9990303125588322
2236	0.46731994019877254	1.329720834870713E-4	2.876609931233432E-5	2.876609931233432E-5	2.876609931233432E-5	9.515879504222715E-5
2237	0.0016595282987955276	0.0015123698888614386	3.6986615729028426E-4	3.6986615729028426E-4	3.6986615729028426E-4	1.0
2226	3.4319254182232917E-4	3.119561863768093E-4	7.468164046130497E-5	7.468164046130497E-5	7.468164046130497E-5	0.9978972462230336
2227	3.4319254182232917E-4	3.119561863768093E-4	7.468164046130497E-5	7.468164046130497E-5	7.468164046130497E-5	0.9982331293218427
2224	2.8712780434454223E-4	2.6116646778433835E-4	6.225959164444194E-5	6.225959164444194E-5	6.225959164444194E-5	0.9985878183010439
2225	1.1182964057767936E-4	9.607087493422745E-5	2.0780833375689585E-5	2.0780833375689585E-5	2.0780833375689585E-5	1.0
2230	8.415982557291327E-4	7.661891848177139E-4	1.8603615448397346E-4	1.8603615448397346E-4	1.8603615448397346E-4	1.0
2231	0.03582172763907588	5.7664722807258215E-5	1.2471831336905298E-5	1.2471831336905298E-5	1.2471831336905298E-5	0.9986541041215995
2228	1.935337815707643E-4	1.7621736181855537E-4	4.1533968206393244E-5	4.1533968206393244E-5	4.1533968206393244E-5	0.9990963242570988
2229	0.10579251260800696	0.09188604519450916	0.03025108006900208	0.03025108006900208	0.03025108006900208	0.0460683762254243
2219	0.07524631071121045	3.460680666461051E-5	7.484296577061488E-6	7.484296577061488E-6	7.484296577061488E-6	0.7824842872810638
2218	0.5753634673652747	0.24426403746185882	6.342854510378033E-6	6.342854510378033E-6	6.342854510378033E-6	2.099980686261505E-5
2217	0.10579251260800696	0.09188604519450916	0.03025108006900208	0.03025108006900208	0.03025108006900208	0.04599951330929057
2216	0.7004059012191952	8.235783741350521E-5	1.7813870042102735E-5	1.7813870042102735E-5	1.7813870042102735E-5	0.1018826742880119
2223	1.7479247574220952E-4	1.5889950341727458E-4	3.7385587068224324E-5	3.7385587068224324E-5	3.7385587068224324E-5	1.0
2222	5.753775609056329E-5	0.10834001703328935	1.0690740033377982E-5	1.0690740033377982E-5	1.0690740033377982E-5	0.8698618840291397
2221	0.13934051773223508	7.520168919368108E-5	1.626563366878817E-5	1.626563366878817E-5	1.626563366878817E-5	0.9378625092147497
2220	1.1148718699298342E-4	1.0040071283775847E-4	2.3376523915066442E-5	2.3376523915066442E-5	2.3376523915066442E-5	0.9994603720925257
2211	6.712223945511631E-5	5.7664722807258215E-5	1.2471831336905298E-5	1.2471831336905298E-5	1.2471831336905298E-5	1.0
2210	0.06033076115358193	5.580563796540198E-5	1.2069678408082636E-5	1.2069678408082636E-5	1.2069678408082636E-5	0.9161207869094661
2209	1.18521612748342E-4	1.0690249352607472E-4	2.4933706169802145E-5	2.4933706169802145E-5	2.4933706169802145E-5	1.0
2208	0.07927910172707354	4.5530328779581034E-5	9.847019894827011E-6	9.847019894827011E-6	9.847019894827011E-6	0.9150355705055497
2215	0.48624781470711476	0.058303043830964865	7.796054930017923E-6	7.796054930017923E-6	7.796054930017923E-6	0.1902510425719418
2214	0.8860782732432817	2.4666771326432076E-4	5.3380710757805374E-5	5.3380710757805374E-5	5.3380710757805374E-5	1.7642300114958332E-4
2213	3.3488023833752774E-4	2.876601171246931E-4	6.225959164444194E-5	6.225959164444194E-5	6.225959164444194E-5	0.9986294206125177
2212	1.8288818018147773E-4	1.571108575005621E-4	3.399060635367257E-5	3.399060635367257E-5	3.399060635367257E-5	0.9989752727491062
2268	0.8257655013350912	0.056632462445642684	7.961909325737694E-6	7.961909325737694E-6	0.063006715513889	0.22205062404701764
2269	0.6292169870145584	1.2348582767313579E-4	2.671315053281678E-5	2.671315053281678E-5	2.671315053281678E-5	8.83742690391001E-5
2270	0.6084437417610341	4.3087060953254225E-4	9.32961856058319E-5	9.32961856058319E-5	9.32961856058319E-5	3.0788769688143604E-4
2271	0.6616220495840537	1.329720834870713E-4	2.876609931233432E-5	2.876609931233432E-5	0.08264036904883007	9.515879504222715E-5
2264	0.8860782732432817	2.4666771326432076E-4	5.3380710757805374E-5	5.3380710757805374E-5	5.3380710757805374E-5	1.7642300114958332E-4
2265	0.7808740192323356	1.0171640047488756E-4	2.200237664003502E-5	2.200237664003502E-5	2.200237664003502E-5	7.280266606460119E-5
2266	0.8955632457013618	0.01942841947542318	6.804072714859868E-6	6.804072714859868E-6	6.804072714859868E-6	0.223705722602616
2267	1.0	1.571108575005621E-4	3.399060635367257E-5	3.399060635367257E-5	3.399060635367257E-5	1.1241971571518058E-4
2260	0.36027348797084263	4.9430907926071056E-5	1.0690740033377982E-5	1.0690740033377982E-5	1.0690740033377982E-5	0.6707410215487408
2261	0.9796141269664248	0.16144587330235138	2.876609931233432E-5	2.876609931233432E-5	2.876609931233432E-5	9.515879504222715E-5
2262	1.0	5.088412657428116E-5	1.1005081088502023E-5	1.1005081088502023E-5	1.1005081088502023E-5	3.642908049960972E-5
2263	0.910183422171947	0.3589584015525115	3.399060635367257E-5	3.399060635367257E-5	3.399060635367257E-5	1.1241971571518058E-4
2256	0.2881672394660883	2.5079752371656894E-5	5.4237494129059165E-6	5.4237494129059165E-6	5.4237494129059165E-6	0.563320858875048
2257	9.15122342809928E-5	7.86172830267919E-5	1.7004585932453193E-5	1.7004585932453193E-5	1.7004585932453193E-5	0.9986837427306698
2258	2.513318014435647E-4	0.6387001700944436	4.671808777470472E-5	4.671808777470472E-5	4.671808777470472E-5	0.617918758704596
2259	0.19333315114175204	0.0709475721206833	1.1338436820454237E-5	1.1338436820454237E-5	1.1338436820454237E-5	0.4451552620357815
2253	2.8712780434454223E-4	2.6116646778433835E-4	6.225959164444194E-5	6.225959164444194E-5	6.225959164444194E-5	0.9998914132973098
2252	0.035235603297079206	0.044369351577329026	1.2471831336905298E-5	1.2471831336905298E-5	1.2471831336905298E-5	1.0
2255	1.4666572249946198E-4	1.329090289406247E-4	3.116090053963085E-5	3.116090053963085E-5	3.116090053963085E-5	0.9989288866343673
2254	1.3584303631391506E-4	1.2290833911525595E-4	2.876609931233432E-5	2.876609931233432E-5	2.876609931233432E-5	1.0
2249	1.8288818018147773E-4	1.571108575005621E-4	3.399060635367257E-5	3.399060635367257E-5	3.399060635367257E-5	0.9989752727491062
2248	9.586652648177943E-5	8.235783741350521E-5	1.7813870042102735E-5	1.7813870042102735E-5	1.7813870042102735E-5	0.9992336143652456
2251	6.292925494293546E-5	5.4062628423848466E-5	1.169264132207829E-5	1.169264132207829E-5	1.169264132207829E-5	0.9923097644753462
2250	9.586652648177943E-5	8.235783741350521E-5	1.7813870042102735E-5	1.7813870042102735E-5	0.052557805278708146	1.0
2245	0.14230711892653683	5.736716755780011E-4	1.2427101929799646E-4	1.2427101929799646E-4	1.2427101929799646E-4	4.096388464120456E-4
2244	1.0529226504486731E-4	9.466992294946223E-5	2.200237664003502E-5	2.200237664003502E-5	2.200237664003502E-5	0.999415080111518
2247	0.033487599390519714	2.159008543360335E-4	4.671808777470472E-5	4.671808777470472E-5	4.671808777470472E-5	0.9989085616348985
2246	0.1514419003022334	8.647213327007203E-5	1.870400395873822E-5	1.870400395873822E-5	1.870400395873822E-5	1.0
2241	0.9330552715487171	0.1581149444339696	0.06409430517779789	1.3856983168998692E-5	1.3856983168998692E-5	0.1449208416888812
2240	1.0	2.876601171246931E-4	6.225959164444194E-5	6.225959164444194E-5	6.225959164444194E-5	2.0569989434746295E-4
2243	0.03906968704884195	2.7467678469666218E-5	5.9402149854948095E-6	5.9402149854948095E-6	5.9402149854948095E-6	1.0
2242	9.15122342809928E-5	7.86172830267919E-5	1.7004585932453193E-5	1.7004585932453193E-5	1.7004585932453193E-5	0.998750712904148
2302	0.2526063897033568	0.05053214044745746	4.671808777470472E-5	4.671808777470472E-5	4.671808777470472E-5	1.5444159584050227E-4
2303	0.2813120295880314	0.001701738188236147	3.6986615729028426E-4	3.6986615729028426E-4	3.6986615729028426E-4	0.0012082091161290552
