nodeid	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
3447	1.4932723140495866E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.3193779530845643E-4	1.4932723140495866E-4	0.4481290909090909	0.0	1.4932723140495866E-4	1.4495305710045584E-4	1.4932723140495866E-4	1.4932723140495866E-4	0.6231780000000001	1.2461099999999998E-4	1.2461099999999998E-4	1.5825183350401002E-4
3446	1.8716863636363638E-5	0.2994885123966942	0.1497538429752066	1.653724977043159E-5	0.5428080991735537	0.1497538429752066	0.0	1.8716863636363638E-5	1.8168599108797043E-5	1.8716863636363638E-5	1.8716863636363638E-5	1.5618899999999997E-5	1.5618899999999997E-5	1.5618899999999997E-5	1.9835484526372328E-5
3441	7.975683057851241E-5	7.975683057851241E-5	7.975683057851241E-5	7.046899810779977E-5	7.975683057851241E-5	0.9986975382405958	0.0	7.975683057851241E-5	7.742055021194602E-5	7.975683057851241E-5	7.975683057851241E-5	6.65557E-5	6.65557E-5	6.65557E-5	8.452352966546164E-5
3440	8.544358677685951E-5	8.544358677685951E-5	8.544358677685951E-5	0.5709320576421667	0.6666576433563667	8.544358677685951E-5	0.0	8.544358677685951E-5	0.578945626709837	8.544358677685951E-5	8.544358677685951E-5	7.130120000000001E-5	7.130120000000001E-5	7.130120000000001E-5	9.055015713730025E-5
3443	6.298799999999999E-5	6.298799999999999E-5	6.298799999999999E-5	5.565292929292929E-5	0.9990240820060385	6.298799999999999E-5	0.0	6.298799999999999E-5	6.114292131944209E-5	6.298799999999999E-5	6.298799999999999E-5	5.256239999999999E-5	5.256239999999999E-5	5.256239999999999E-5	6.675250317685581E-5
3442	1.3460793388429752E-5	0.21538611570247934	0.053856595041322314	1.1893258758382725E-5	0.43075904958677685	0.43075904958677685	0.0	1.3460793388429752E-5	1.3066492523115935E-5	0.06731738842975207	1.3460793388429752E-5	1.1232799999999999E-5	1.1232799999999999E-5	1.1232799999999999E-5	1.4265283124153115E-5
3338	6.64825E-5	6.64825E-5	6.64825E-5	5.874048821548822E-5	0.9863249830016485	6.64825E-5	0.0	6.64825E-5	6.453505852892309E-5	6.64825E-5	6.64825E-5	5.547850000000001E-5	0.11101199999999999	5.547850000000001E-5	7.04558533761243E-5
3339	0.4348825619834711	0.759935980570884	1.0869355785123966E-4	9.603598923115452E-5	1.0869355785123966E-4	1.0869355785123966E-4	0.0	1.0869355785123966E-4	1.0550964716499296E-4	1.0869355785123966E-4	1.0869355785123966E-4	9.070289999999998E-5	9.070289999999998E-5	9.070289999999998E-5	1.1518967209259912E-4
3336	0.5407912809917355	0.386290785123967	3.862524380165289E-5	3.4127261735815456E-5	0.2704154132231405	3.862524380165289E-5	0.0	3.862524380165289E-5	3.749381219770006E-5	3.862524380165289E-5	3.862524380165289E-5	3.22321E-5	3.22321E-5	3.22321E-5	4.09336970466861E-5
3337	1.7058351239669422E-4	0.8529262480034189	1.7058351239669422E-4	1.507187425216351E-4	1.7058351239669422E-4	1.7058351239669422E-4	0.0	1.7058351239669422E-4	1.6558668757327025E-4	1.7058351239669422E-4	1.7058351239669422E-4	1.4234899999999997E-4	1.4234899999999997E-4	1.4234899999999997E-4	1.807785046862823E-4
3342	3.961483884297521E-4	3.961483884297521E-4	3.961483884297521E-4	3.5001616579013274E-4	3.961483884297521E-4	0.9972852392883439	0.0	3.961483884297521E-4	3.8454419484003485E-4	3.961483884297521E-4	3.961483884297521E-4	3.3057900000000006E-4	3.3057900000000006E-4	3.3057900000000006E-4	4.198243563403082E-4
3343	1.4932723140495866E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.3193779530845643E-4	1.4932723140495866E-4	0.9989214633147354	0.0	1.4932723140495866E-4	1.4495305710045584E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.5825183350401002E-4
3340	5.9842578512396706E-5	5.9842578512396706E-5	5.9842578512396706E-5	5.287379803545094E-5	0.778012479338843	0.4189577272727273	0.0	5.9842578512396706E-5	5.8089637225122365E-5	5.9842578512396706E-5	5.9842578512396706E-5	4.99376E-5	4.99376E-5	4.99376E-5	6.34190943078047E-5
3341	7.477985537190082E-5	7.477985537190082E-5	7.477985537190082E-5	6.607160099618778E-5	7.477985537190082E-5	0.9984246123546723	0.0	7.477985537190082E-5	7.258936326416763E-5	7.477985537190082E-5	7.477985537190082E-5	6.24025E-5	6.24025E-5	6.24025E-5	7.924910353206366E-5
3330	0.149475826446281	1.4932723140495866E-4	1.4932723140495866E-4	1.3193779530845643E-4	1.0	1.4932723140495866E-4	0.0	1.4932723140495866E-4	1.4495305710045584E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.5825183350401002E-4
3331	2.9772574380165285E-4	2.9772574380165285E-4	2.9772574380165285E-4	2.630550226785764E-4	0.9978506116848622	2.9772574380165285E-4	0.0	2.9772574380165285E-4	2.890045997338672E-4	2.9772574380165285E-4	2.9772574380165285E-4	2.4844699999999995E-4	2.4844699999999995E-4	2.4844699999999995E-4	3.155194427343557E-4
3328	0.07261779752066116	1.814992561983471E-5	0.6171152066115703	0.16169677077492772	0.14521690082644628	1.814992561983471E-5	0.0	1.814992561983471E-5	0.16396588803060586	1.814992561983471E-5	1.814992561983471E-5	1.5145799999999998E-5	1.5145799999999998E-5	1.5145799999999998E-5	1.9234663231055327E-5
3329	0.4771926033057851	2.384770661157025E-4	2.384770661157025E-4	2.1070596460472495E-4	2.384770661157025E-4	0.7156696694214877	0.0	2.384770661157025E-4	2.3149146646986389E-4	2.384770661157025E-4	2.384770661157025E-4	1.99005E-4	1.99005E-4	1.99005E-4	2.5272974397497433E-4
3334	0.7200979773100284	6.64825E-5	6.64825E-5	5.874048821548822E-5	6.64825E-5	0.0665490082644628	0.0	6.64825E-5	6.453505852892309E-5	6.64825E-5	6.64825E-5	5.547850000000001E-5	5.547850000000001E-5	5.547850000000001E-5	7.04558533761243E-5
3335	6.64825E-5	6.64825E-5	6.64825E-5	5.874048821548822E-5	6.64825E-5	0.7048173251544678	0.0	6.64825E-5	6.453505852892309E-5	6.64825E-5	6.64825E-5	5.547850000000001E-5	5.547850000000001E-5	5.547850000000001E-5	7.04558533761243E-5
3332	0.7776015498589659	5.9842578512396706E-5	5.9842578512396706E-5	5.287379803545094E-5	0.4189577272727273	5.9842578512396706E-5	0.0	5.9842578512396706E-5	5.8089637225122365E-5	5.9842578512396706E-5	5.9842578512396706E-5	4.99376E-5	4.99376E-5	4.99376E-5	6.34190943078047E-5
3333	0.1871326859504132	3.7419107438016534E-5	3.7419107438016534E-5	3.306158221331776E-5	0.5613237603305785	3.7419107438016534E-5	0.0	3.7419107438016534E-5	3.63230066350161E-5	3.7419107438016534E-5	3.7419107438016534E-5	3.12256E-5	3.12256E-5	3.12256E-5	0.47590482047030935
3355	5.917761570247934E-4	5.917761570247934E-4	5.917761570247934E-4	5.228627139160194E-4	0.9956976472784089	5.917761570247934E-4	0.0	5.917761570247934E-4	5.744415286671865E-4	5.917761570247934E-4	5.917761570247934E-4	4.93827E-4	4.93827E-4	4.93827E-4	6.271438972786092E-4
3354	1.3278045454545454E-4	1.3278045454545454E-4	1.3278045454545454E-4	1.1731792164064892E-4	1.3278045454545454E-4	0.5312560330578512	0.0	1.3278045454545454E-4	1.2889097740891096E-4	0.6640364876033058	1.3278045454545454E-4	1.1080300000000002E-4	1.1080300000000002E-4	1.1080300000000002E-4	1.4071613186432037E-4
3353	1.195358429752066E-4	1.195358429752066E-4	1.195358429752066E-4	1.0561566992236416E-4	1.195358429752066E-4	1.195358429752066E-4	0.0	0.3587276033057851	1.1603433418883342E-4	0.8383059609315022	1.195358429752066E-4	9.97506E-5	9.97506E-5	9.97506E-5	1.2667995075174023E-4
3352	1.7058351239669422E-4	1.7058351239669422E-4	1.7058351239669422E-4	1.507187425216351E-4	1.7058351239669422E-4	0.17075367768595046	0.0	1.7058351239669422E-4	1.6558668757327025E-4	0.9872659857598522	1.7058351239669422E-4	1.4234899999999997E-4	1.4234899999999997E-4	1.4234899999999997E-4	1.807785046862823E-4
3359	3.3264318181818185E-5	3.3264318181818185E-5	3.3264318181818185E-5	2.9390625956535044E-5	0.7651122727272726	3.3264318181818185E-5	0.0	3.3264318181818185E-5	0.37562982994768923	3.3264318181818185E-5	3.3264318181818185E-5	2.77585E-5	2.77585E-5	2.77585E-5	3.525237354905315E-5
3358	6.298799999999999E-5	6.298799999999999E-5	6.298799999999999E-5	5.565292929292929E-5	6.298799999999999E-5	6.298799999999999E-5	0.0	6.298799999999999E-5	6.114292131944209E-5	0.9348535385433638	6.298799999999999E-5	5.256239999999999E-5	5.256239999999999E-5	5.256239999999999E-5	0.26707655896799093
3357	1.195358429752066E-4	1.195358429752066E-4	1.195358429752066E-4	0.26631726183489907	1.195358429752066E-4	1.195358429752066E-4	0.0	1.195358429752066E-4	0.270061192277238	0.5977990495867769	1.195358429752066E-4	9.97506E-5	9.97506E-5	9.97506E-5	0.3801671029290546
3356	9.200357851239669E-5	9.200357851239669E-5	9.200357851239669E-5	8.128958928124218E-5	0.9987706383554902	9.200357851239669E-5	0.0	9.200357851239669E-5	8.930855975885219E-5	9.200357851239669E-5	9.200357851239669E-5	7.67754E-5	7.67754E-5	7.67754E-5	9.750220941974442E-5
3347	5.917761570247934E-4	5.917761570247934E-4	5.917761570247934E-4	5.228627139160194E-4	5.917761570247934E-4	0.9958497736552211	0.0	5.917761570247934E-4	5.744415286671865E-4	5.917761570247934E-4	5.917761570247934E-4	4.93827E-4	4.93827E-4	4.93827E-4	6.271438972786092E-4
3346	5.917761570247934E-4	5.917761570247934E-4	5.917761570247934E-4	5.228627139160194E-4	5.917761570247934E-4	5.917761570247934E-4	0.0	5.917761570247934E-4	5.744415286671865E-4	5.917761570247934E-4	5.917761570247934E-4	4.93827E-4	0.988148	4.93827E-4	6.271438972786092E-4
3345	5.9842578512396706E-5	5.9842578512396706E-5	5.9842578512396706E-5	0.19996060900732016	5.9842578512396706E-5	0.778122535300581	0.0	5.9842578512396706E-5	5.8089637225122365E-5	5.9842578512396706E-5	5.9842578512396706E-5	0.1998	4.99376E-5	4.99376E-5	6.34190943078047E-5
3344	1.988956611570248E-4	0.7757785979113723	1.988956611570248E-4	0.4431251533316282	1.988956611570248E-4	1.988956611570248E-4	0.0	1.988956611570248E-4	0.44935467724822054	1.988956611570248E-4	1.988956611570248E-4	1.6597500000000004E-4	1.6597500000000004E-4	1.6597500000000004E-4	2.107827404147954E-4
3351	3.6286070247933885E-5	3.6286070247933885E-5	3.6286070247933885E-5	3.206048932854718E-5	3.6286070247933885E-5	3.6286070247933885E-5	0.0	3.6286070247933885E-5	3.5223158985222094E-5	0.9984103498182804	3.6286070247933885E-5	3.02801E-5	3.02801E-5	3.02801E-5	3.8454721843856276E-5
3350	3.23659173553719E-5	3.23659173553719E-5	3.23659173553719E-5	2.859684559089518E-5	3.23659173553719E-5	3.23659173553719E-5	0.0	3.23659173553719E-5	3.141783733871641E-5	0.7116833279856076	3.23659173553719E-5	2.70088E-5	0.40515900000000005	2.70088E-5	3.430027943554829E-5
3349	2.851514876033058E-5	2.851514876033058E-5	2.851514876033058E-5	2.5194506219216966E-5	2.851514876033058E-5	2.851514876033058E-5	0.0	2.851514876033058E-5	2.7679867547232475E-5	0.9894180798275001	2.851514876033058E-5	2.37954E-5	2.37954E-5	2.37954E-5	0.18134617984799592
3348	3.961483884297521E-4	3.961483884297521E-4	3.961483884297521E-4	3.5001616579013274E-4	3.961483884297521E-4	0.9972794832776333	0.0	3.961483884297521E-4	3.8454419484003485E-4	3.961483884297521E-4	3.961483884297521E-4	3.3057900000000006E-4	3.3057900000000006E-4	3.3057900000000006E-4	4.198243563403082E-4
3368	9.96546652892562E-5	9.96546652892562E-5	9.96546652892562E-5	8.804969265659348E-5	0.7982571459918256	9.96546652892562E-5	0.0	9.96546652892562E-5	9.67355267494813E-5	0.3987176446280992	9.96546652892562E-5	8.31601E-5	8.31601E-5	8.31601E-5	1.0561056647789381E-4
3369	4.788595041322313E-5	4.788595041322313E-5	4.788595041322313E-5	4.230954169797145E-5	4.788595041322313E-5	0.04793388429752067	0.0	4.788595041322313E-5	4.648324916527603E-5	0.9861855977429588	4.788595041322313E-5	3.996E-5	3.996E-5	3.996E-5	5.0747873516946656E-5
3370	3.07071652892562E-5	3.07071652892562E-5	3.07071652892562E-5	2.7131258313159144E-5	3.07071652892562E-5	3.07071652892562E-5	0.0	3.07071652892562E-5	2.9807674338351666E-5	0.9705794404760688	3.07071652892562E-5	2.56246E-5	2.56246E-5	2.56246E-5	3.2542391384443234E-5
3371	1.0869355785123966E-4	1.0869355785123966E-4	1.0869355785123966E-4	9.603598923115452E-5	1.0869355785123966E-4	0.21749640495867767	0.0	1.0869355785123966E-4	1.0550964716499296E-4	0.9732755341447916	1.0869355785123966E-4	9.070289999999998E-5	9.070289999999998E-5	9.070289999999998E-5	1.1518967209259912E-4
3372	1.814992561983471E-5	1.814992561983471E-5	0.4174657851239669	1.6036332748977376E-5	1.814992561983471E-5	0.14521690082644628	0.0	1.814992561983471E-5	1.7618268148334273E-5	0.5445145454545455	1.814992561983471E-5	1.5145799999999998E-5	1.5145799999999998E-5	1.5145799999999998E-5	0.09619236565734757
3373	8.544358677685951E-5	8.544358677685951E-5	8.544358677685951E-5	7.549352088376883E-5	8.544358677685951E-5	8.544358677685951E-5	0.0	8.544358677685951E-5	8.294072686144094E-5	0.9987314136617875	8.544358677685951E-5	7.130120000000001E-5	7.130120000000001E-5	7.130120000000001E-5	9.055015713730025E-5
3374	8.041268595041323E-6	8.041268595041323E-6	0.06433805785123967	0.1880420301237532	8.041268595041323E-6	8.041268595041323E-6	0.0	8.041268595041323E-6	0.19067988447090992	0.4744411983471074	8.041268595041323E-6	6.7103E-6	0.120792	6.7103E-6	0.36644765153757364
3375	3.23659173553719E-5	3.23659173553719E-5	3.23659173553719E-5	2.859684559089518E-5	3.23659173553719E-5	3.23659173553719E-5	0.0	3.23659173553719E-5	3.141783733871641E-5	0.9788184523049493	3.23659173553719E-5	2.70088E-5	2.70088E-5	2.70088E-5	3.430027943554829E-5
3360	4.275990082644629E-5	4.275990082644629E-5	4.275990082644629E-5	3.778043019728972E-5	4.275990082644629E-5	4.275990082644629E-5	0.0	4.275990082644629E-5	4.150735460498113E-5	0.3421221074380165	4.275990082644629E-5	0.21412999999999996	3.568240000000001E-5	0.17844799999999997	4.531546351304051E-5
3361	4.60460082644628E-5	4.60460082644628E-5	4.60460082644628E-5	4.0683864262459305E-5	4.60460082644628E-5	4.60460082644628E-5	0.0	4.60460082644628E-5	0.15602085015248898	0.9737618390696507	4.60460082644628E-5	3.84246E-5	3.84246E-5	3.84246E-5	4.8797966484966684E-5
3362	9.96546652892562E-5	9.96546652892562E-5	9.96546652892562E-5	8.804969265659348E-5	9.96546652892562E-5	9.96546652892562E-5	0.0	9.96546652892562E-5	9.67355267494813E-5	9.96546652892562E-5	9.96546652892562E-5	8.31601E-5	0.998004	8.31601E-5	1.0561056647789381E-4
3363	2.6615169421487603E-5	2.6615169421487603E-5	2.6615169421487603E-5	2.3515783036981387E-5	0.2395627685950413	0.18633219008264462	0.0	2.6615169421487603E-5	2.583554343433094E-5	0.5855603305785124	2.6615169421487603E-5	0.15549100000000002	2.22099E-5	2.22099E-5	2.8205835736337182E-5
3364	1.0869355785123966E-4	1.0869355785123966E-4	1.0869355785123966E-4	9.603598923115452E-5	1.0869355785123966E-4	1.0869355785123966E-4	0.0	1.0869355785123966E-4	1.0550964716499296E-4	0.9982525738865529	1.0869355785123966E-4	9.070289999999998E-5	9.070289999999998E-5	9.070289999999998E-5	1.1518967209259912E-4
3365	1.4932723140495866E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.3193779530845643E-4	1.4932723140495866E-4	1.4932723140495866E-4	0.0	1.4932723140495866E-4	1.4495305710045584E-4	0.9989793357556528	1.4932723140495866E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.5825183350401002E-4
3366	4.60460082644628E-5	4.60460082644628E-5	4.60460082644628E-5	0.10258713683788727	0.32236855371900824	0.2763220661157025	0.0	4.60460082644628E-5	0.10402932313279832	0.5065521074380166	4.60460082644628E-5	3.84246E-5	3.84246E-5	3.84246E-5	4.8797966484966684E-5
3367	2.1389537190082644E-5	2.1389537190082644E-5	0.10696889669421489	1.8898685477363152E-5	2.1389537190082644E-5	0.21391694214876034	0.0	2.1389537190082644E-5	2.0762983258279415E-5	0.8642939583496583	2.1389537190082644E-5	1.78492E-5	1.78492E-5	1.78492E-5	2.266789149095806E-5
3385	7.477985537190082E-5	7.477985537190082E-5	7.477985537190082E-5	6.607160099618778E-5	0.37397417355371904	7.477985537190082E-5	0.0	7.477985537190082E-5	7.258936326416763E-5	7.477985537190082E-5	7.477985537190082E-5	0.68649	6.24025E-5	6.24025E-5	7.924910353206366E-5
3384	3.23659173553719E-5	3.23659173553719E-5	3.23659173553719E-5	0.4325059453026401	3.23659173553719E-5	3.23659173553719E-5	0.0	3.23659173553719E-5	0.4385741704325134	0.3560576859504132	3.23659173553719E-5	2.70088E-5	2.70088E-5	2.70088E-5	3.430027943554829E-5
3387	2.384770661157025E-4	2.384770661157025E-4	2.384770661157025E-4	2.1070596460472495E-4	0.9983543938469412	2.384770661157025E-4	0.0	2.384770661157025E-4	2.3149146646986389E-4	2.384770661157025E-4	2.384770661157025E-4	1.99005E-4	1.99005E-4	1.99005E-4	2.5272974397497433E-4
3386	8.544358677685951E-5	8.544358677685951E-5	8.544358677685951E-5	7.549352088376883E-5	8.544358677685951E-5	0.08552902892561984	0.0	8.544358677685951E-5	8.294072686144094E-5	0.972014182542517	8.544358677685951E-5	7.130120000000001E-5	7.130120000000001E-5	7.130120000000001E-5	9.055015713730025E-5
3389	1.7058351239669422E-4	1.7058351239669422E-4	1.7058351239669422E-4	1.507187425216351E-4	1.7058351239669422E-4	1.7058351239669422E-4	0.0	1.7058351239669422E-4	1.6558668757327025E-4	0.9987810810833848	1.7058351239669422E-4	1.4234899999999997E-4	1.4234899999999997E-4	1.4234899999999997E-4	1.807785046862823E-4
3388	1.4932723140495866E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.3193779530845643E-4	1.4932723140495866E-4	1.4932723140495866E-4	0.0	1.4932723140495866E-4	1.4495305710045584E-4	0.9989793357556528	1.4932723140495866E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.5825183350401002E-4
3391	1.7058351239669422E-4	1.7058351239669422E-4	1.7058351239669422E-4	1.507187425216351E-4	1.7058351239669422E-4	1.7058351239669422E-4	0.0	1.7058351239669422E-4	1.6558668757327025E-4	0.9987837098161549	1.7058351239669422E-4	1.4234899999999997E-4	1.4234899999999997E-4	1.4234899999999997E-4	1.807785046862823E-4
3390	2.9939983471074377E-5	2.9939983471074377E-5	2.9939983471074377E-5	2.645341625622617E-5	2.9939983471074377E-5	2.9939983471074377E-5	0.0	2.9939983471074377E-5	2.9062965226349416E-5	0.9984420343644163	2.9939983471074377E-5	2.49844E-5	2.49844E-5	2.49844E-5	3.1729358636056115E-5
3377	0.019339764462809918	0.15458198347107438	1.932035123966942E-5	0.0860712680088318	0.347786694214876	0.1352622314049587	0.0	1.932035123966942E-5	0.08727983747464468	0.4637088016528926	1.932035123966942E-5	1.61225E-5	1.61225E-5	1.61225E-5	2.0475039809233556E-5
3376	3.521966115702479E-5	3.521966115702479E-5	0.14091363636363635	3.1118265575868875E-5	0.31701194214876033	3.521966115702479E-5	0.0	3.521966115702479E-5	3.418798772816055E-5	0.7396473966942149	3.521966115702479E-5	2.9390199999999995E-5	2.9390199999999995E-5	2.9390199999999995E-5	3.732457838432848E-5
3379	4.128677272727272E-5	4.128677272727272E-5	4.128677272727272E-5	0.09198386691209809	0.5367684297520661	4.128677272727272E-5	0.0	4.128677272727272E-5	4.007737817357787E-5	0.578055082644628	4.128677272727272E-5	3.44531E-5	3.44531E-5	3.44531E-5	4.375429331998786E-5
3378	5.204553305785124E-5	5.204553305785124E-5	0.26027979338842977	4.5984733144113316E-5	5.204553305785124E-5	5.204553305785124E-5	0.0	5.204553305785124E-5	5.052098705760814E-5	0.8945880879788044	5.204553305785124E-5	4.34311E-5	4.34311E-5	4.34311E-5	5.5156055292839404E-5
3381	1.195358429752066E-4	1.195358429752066E-4	1.195358429752066E-4	1.0561566992236416E-4	1.195358429752066E-4	1.195358429752066E-4	0.0	1.195358429752066E-4	1.1603433418883342E-4	0.9991623256667552	1.195358429752066E-4	9.97506E-5	9.97506E-5	9.97506E-5	1.2667995075174023E-4
3380	5.204553305785124E-5	5.204553305785124E-5	5.204553305785124E-5	4.5984733144113316E-5	5.204553305785124E-5	5.204553305785124E-5	0.0	5.204553305785124E-5	5.052098705760814E-5	0.8204060026373896	5.204553305785124E-5	4.34311E-5	4.34311E-5	4.34311E-5	0.11036710014832352
3383	5.204553305785124E-5	5.204553305785124E-5	5.204553305785124E-5	4.5984733144113316E-5	5.204553305785124E-5	5.204553305785124E-5	0.0	5.204553305785124E-5	5.052098705760814E-5	0.9984809227178066	5.204553305785124E-5	4.34311E-5	4.34311E-5	4.34311E-5	5.5156055292839404E-5
3382	2.9772574380165285E-4	2.9772574380165285E-4	2.9772574380165285E-4	2.630550226785764E-4	2.9772574380165285E-4	2.9772574380165285E-4	0.0	2.9772574380165285E-4	2.890045997338672E-4	0.9979219403934007	2.9772574380165285E-4	2.4844699999999995E-4	2.4844699999999995E-4	2.4844699999999995E-4	3.155194427343557E-4
3826	1.0869355785123966E-4	1.0869355785123966E-4	1.0869355785123966E-4	1.0	1.0869355785123966E-4	1.0869355785123966E-4	0.0	1.0869355785123966E-4	1.0	1.0869355785123966E-4	1.0869355785123966E-4	9.070289999999998E-5	9.070289999999998E-5	9.070289999999998E-5	1.1518967209259912E-4
3827	2.5483210743801655E-5	2.5483210743801655E-5	0.1019582479338843	1.0	2.5483210743801655E-5	2.5483210743801655E-5	0.0	2.5483210743801655E-5	0.9999999999999998	2.5483210743801655E-5	2.5483210743801655E-5	2.12653E-5	2.12653E-5	2.12653E-5	0.08104559857403248
3824	1.0869355785123966E-4	1.0869355785123966E-4	0.21749640495867767	1.0	1.0869355785123966E-4	1.0869355785123966E-4	0.0	1.0869355785123966E-4	1.0	1.0869355785123966E-4	1.0869355785123966E-4	9.070289999999998E-5	9.070289999999998E-5	9.070289999999998E-5	1.1518967209259912E-4
3825	6.64825E-5	6.64825E-5	6.64825E-5	1.0	6.64825E-5	6.64825E-5	0.0	6.64825E-5	1.0	6.64825E-5	6.64825E-5	5.547850000000001E-5	5.547850000000001E-5	5.547850000000001E-5	7.04558533761243E-5
3830	8.544358677685951E-5	8.544358677685951E-5	8.544358677685951E-5	7.549352088376883E-5	8.544358677685951E-5	8.544358677685951E-5	0.0	0.9991224734906534	8.294072686144094E-5	8.544358677685951E-5	8.544358677685951E-5	7.130120000000001E-5	7.130120000000001E-5	7.130120000000001E-5	9.055015713730025E-5
3831	6.64825E-5	6.64825E-5	6.64825E-5	5.874048821548822E-5	6.64825E-5	6.64825E-5	0.0	6.64825E-5	6.453505852892309E-5	6.64825E-5	0.7313740082644627	5.547850000000001E-5	0.388405	5.547850000000001E-5	7.04558533761243E-5
3828	6.298799999999999E-5	6.298799999999999E-5	6.298799999999999E-5	5.565292929292929E-5	6.298799999999999E-5	6.298799999999999E-5	0.0	6.298799999999999E-5	6.114292131944209E-5	0.9985976935872132	6.298799999999999E-5	5.256239999999999E-5	5.256239999999999E-5	5.256239999999999E-5	6.675250317685581E-5
3829	7.5832603305785106E-6	7.5832603305785106E-6	0.05309049173553718	0.3531566041548826	0.39433768595041324	0.022757450413223138	0.0	7.5832603305785106E-6	0.3592684978587237	7.5832603305785106E-6	7.5832603305785106E-6	6.3281E-6	6.3281E-6	6.3281E-6	8.036476937001756E-6
3834	6.298799999999999E-5	0.3779910330578513	6.298799999999999E-5	5.565292929292929E-5	6.298799999999999E-5	6.298799999999999E-5	0.0	6.298799999999999E-5	6.114292131944209E-5	0.8196859196054612	6.298799999999999E-5	5.256239999999999E-5	5.256239999999999E-5	5.256239999999999E-5	6.675250317685581E-5
3835	3.23659173553719E-5	0.5178860743801652	0.2265930578512397	2.859684559089518E-5	0.45315495867768596	3.23659173553719E-5	0.0	3.23659173553719E-5	3.141783733871641E-5	3.23659173553719E-5	3.23659173553719E-5	2.70088E-5	2.70088E-5	2.70088E-5	3.430027943554829E-5
3832	3.6286070247933885E-5	3.6286070247933885E-5	0.3266107024793388	3.206048932854718E-5	3.6286070247933885E-5	3.6286070247933885E-5	0.0	3.6286070247933885E-5	3.5223158985222094E-5	3.6286070247933885E-5	3.6286070247933885E-5	0.7267519999999998	3.02801E-5	3.02801E-5	3.8454721843856276E-5
3833	3.23659173553719E-5	0.19422809917355374	0.7120818181818181	0.3243871272869554	3.23659173553719E-5	3.23659173553719E-5	0.0	3.23659173553719E-5	0.3289390045405942	3.23659173553719E-5	3.23659173553719E-5	2.70088E-5	2.70088E-5	2.70088E-5	3.430027943554829E-5
3838	4.434219834710744E-5	4.434219834710744E-5	4.434219834710744E-5	0.6373389555732656	4.434219834710744E-5	4.434219834710744E-5	0.0	4.434219834710744E-5	0.6509272578763601	0.3104390082644628	4.434219834710744E-5	3.7002800000000004E-5	3.7002800000000004E-5	0.185051	4.699232768200386E-5
3839	9.96546652892562E-5	9.96546652892562E-5	0.9943778288390425	8.804969265659348E-5	0.09975424793388431	9.96546652892562E-5	0.0	9.96546652892562E-5	9.67355267494813E-5	9.96546652892562E-5	9.96546652892562E-5	8.31601E-5	8.31601E-5	8.31601E-5	1.0561056647789381E-4
3836	3.862524380165289E-5	3.862524380165289E-5	3.862524380165289E-5	0.4301308040466047	0.42491590909090904	3.862524380165289E-5	0.0	3.862524380165289E-5	0.43616618303473004	3.862524380165289E-5	0.23179028925619835	0.128961	3.22321E-5	3.22321E-5	4.09336970466861E-5
3837	9.96546652892562E-5	0.2990630991735537	9.96546652892562E-5	0.9987888002321599	9.96546652892562E-5	9.96546652892562E-5	0.0	9.96546652892562E-5	0.9949206521961346	9.96546652892562E-5	9.96546652892562E-5	8.31601E-5	8.31601E-5	8.31601E-5	1.0561056647789381E-4
3811	3.991166942148761E-5	0.4390683884297521	0.7583607851239671	3.526388068007903E-5	3.991166942148761E-5	3.991166942148761E-5	0.0	3.991166942148761E-5	3.8742555140115574E-5	3.991166942148761E-5	3.991166942148761E-5	3.33056E-5	3.33056E-5	3.33056E-5	4.229700641156204E-5
3810	3.862524380165289E-5	3.862524380165289E-5	0.34766566115702485	3.4127261735815456E-5	0.4635410330578512	3.862524380165289E-5	0.0	3.862524380165289E-5	3.749381219770006E-5	3.862524380165289E-5	3.862524380165289E-5	3.22321E-5	3.22321E-5	3.22321E-5	4.09336970466861E-5
3809	7.975683057851241E-5	0.3191078512396695	7.975683057851241E-5	7.046899810779977E-5	7.975683057851241E-5	7.975683057851241E-5	0.0	7.975683057851241E-5	7.742055021194602E-5	7.975683057851241E-5	7.975683057851241E-5	0.73218	6.65557E-5	6.65557E-5	8.452352966546164E-5
3808	2.384770661157025E-4	2.384770661157025E-4	2.384770661157025E-4	2.1070596460472495E-4	2.384770661157025E-4	2.384770661157025E-4	0.0	2.384770661157025E-4	2.3149146646986389E-4	0.9983543938469412	2.384770661157025E-4	1.99005E-4	1.99005E-4	1.99005E-4	2.5272974397497433E-4
