nodeid	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
448	5.705690082644627E-6	5.705690082644627E-6	0.011417180165289257	0.3557957456703913	5.705690082644627E-6	5.705690082644627E-6	0.0	5.705690082644627E-6	0.360786143665941	5.705690082644627E-6	5.705690082644627E-6	4.761299999999999E-6	4.761299999999999E-6	4.761299999999999E-6	6.046692947353306E-6
508	2.851514876033058E-5	2.851514876033058E-5	0.1996338429752066	0.476303495836572	2.851514876033058E-5	2.851514876033058E-5	0.0	2.851514876033058E-5	0.48298568814822956	2.851514876033058E-5	0.5703305371900826	2.37954E-5	2.37954E-5	2.37954E-5	3.0219368105234052E-5
509	2.3485446280991738E-5	2.3485446280991738E-5	2.3485446280991738E-5	0.5266017983117774	2.3485446280991738E-5	2.3485446280991738E-5	0.0	2.3485446280991738E-5	0.5834219012641241	0.18790681818181815	2.3485446280991738E-5	1.95982E-5	1.95982E-5	1.95982E-5	2.4889063432428037E-5
510	1.5762578512396695E-5	1.5762578512396695E-5	1.5762578512396695E-5	1.0	1.5762578512396695E-5	1.5762578512396695E-5	0.0	1.5762578512396695E-5	1.0	1.5762578512396695E-5	0.2364542561983471	1.31536E-5	1.31536E-5	1.31536E-5	1.6704635362675417E-5
511	1.787909917355372E-5	1.787909917355372E-5	0.16092962809917355	1.5797044550185045E-5	1.787909917355372E-5	1.787909917355372E-5	0.0	0.3754792975206612	1.7355374897299442E-5	0.28608380165289254	1.787909917355372E-5	1.49198E-5	1.49198E-5	1.49198E-5	1.8947650733186716E-5
504	2.9939983471074377E-5	0.35931	2.9939983471074377E-5	2.645341625622617E-5	2.9939983471074377E-5	2.9939983471074377E-5	0.0	2.9939983471074377E-5	2.9062965226349416E-5	2.9939983471074377E-5	0.838349256198347	2.49844E-5	2.49844E-5	2.49844E-5	3.1729358636056115E-5
505	3.7419107438016534E-5	3.7419107438016534E-5	3.7419107438016534E-5	3.306158221331776E-5	3.7419107438016534E-5	3.7419107438016534E-5	0.0	0.26197066115702483	0.7605538889531838	0.26197066115702483	3.7419107438016534E-5	3.12256E-5	3.12256E-5	3.12256E-5	3.965547545772697E-5
506	4.987916115702479E-5	4.987916115702479E-5	4.987916115702479E-5	0.2222093165890633	4.987916115702479E-5	4.987916115702479E-5	0.0	4.987916115702479E-5	0.22532946807870907	4.987916115702479E-5	0.9873452964797864	4.1623300000000005E-5	4.1623300000000005E-5	4.1623300000000005E-5	5.2860209303251406E-5
507	1.6637971074380165E-5	0.2662235950413223	0.2662235950413223	0.3643787692035252	1.6637971074380165E-5	1.6637971074380165E-5	0.0	1.6637971074380165E-5	0.3945292821831487	1.6637971074380165E-5	1.6637971074380165E-5	1.38841E-5	1.38841E-5	1.38841E-5	0.10581147522640183
500	3.3264318181818185E-5	3.3264318181818185E-5	3.3264318181818185E-5	0.14819113772053505	3.3264318181818185E-5	3.3264318181818185E-5	0.0	0.9237585653242832	0.1502719631584484	3.3264318181818185E-5	3.3264318181818185E-5	2.77585E-5	0.111062	2.77585E-5	3.525237354905315E-5
501	3.3264318181818185E-5	3.3264318181818185E-5	3.3264318181818185E-5	2.9390625956535044E-5	3.3264318181818185E-5	3.3264318181818185E-5	0.0	3.3264318181818185E-5	0.3005105410179423	3.3264318181818185E-5	0.9374567252932868	2.77585E-5	2.77585E-5	2.77585E-5	3.525237354905315E-5
502	2.0302396694214878E-5	2.0302396694214878E-5	2.0302396694214878E-5	0.9269012357333146	2.0302396694214878E-5	2.0302396694214878E-5	0.0	2.0302396694214878E-5	0.9399023741875909	2.0302396694214878E-5	2.0302396694214878E-5	1.6942E-5	0.27108899999999997	1.6942E-5	2.1515777605708475E-5
503	1.5972648760330582E-5	0.11182447933884297	1.5972648760330582E-5	0.8301650404695792	1.5972648760330582E-5	1.5972648760330582E-5	0.0	1.5972648760330582E-5	0.8426758705581224	1.5972648760330582E-5	1.5972648760330582E-5	1.3328899999999999E-5	0.186618	1.3328899999999999E-5	1.6927260543544305E-5
496	2.1778280991735543E-5	2.1778280991735543E-5	0.19602561983471078	0.0242699924025421	2.1778280991735543E-5	2.1778280991735543E-5	0.0	2.1778280991735543E-5	2.1140339765517036E-5	0.3920296694214876	2.1778280991735543E-5	1.81736E-5	1.81736E-5	0.490704	2.3079868722411963E-5
497	2.065231404958678E-5	2.065231404958678E-5	0.4130654545454545	0.8738852332369781	2.065231404958678E-5	2.065231404958678E-5	0.0	2.065231404958678E-5	0.886142857334745	2.065231404958678E-5	2.065231404958678E-5	1.7234E-5	1.7234E-5	1.7234E-5	2.188660791268917E-5
498	7.038755371900827E-5	7.038755371900827E-5	7.038755371900827E-5	0.15681818593660882	7.038755371900827E-5	7.038755371900827E-5	0.0	7.038755371900827E-5	0.15902276095425838	7.038755371900827E-5	0.1408453305785124	5.873719999999999E-5	5.873719999999999E-5	0.763642	7.459429420269268E-5
499	4.275990082644629E-5	4.275990082644629E-5	0.1710820247933884	0.7342644385257442	4.275990082644629E-5	4.275990082644629E-5	0.0	4.275990082644629E-5	0.3380127475219361	4.275990082644629E-5	4.275990082644629E-5	3.568240000000001E-5	3.568240000000001E-5	0.0357181	4.531546351304051E-5
493	6.298799999999999E-5	6.298799999999999E-5	6.298799999999999E-5	5.565292929292929E-5	6.298799999999999E-5	6.298799999999999E-5	0.0	6.298799999999999E-5	0.9996966473891101	6.298799999999999E-5	6.298799999999999E-5	5.256239999999999E-5	5.256239999999999E-5	5.256239999999999E-5	6.675250317685581E-5
492	3.7419107438016534E-5	3.7419107438016534E-5	3.7419107438016534E-5	1.0	3.7419107438016534E-5	3.7419107438016534E-5	0.0	3.7419107438016534E-5	1.0	3.7419107438016534E-5	0.1871326859504132	3.12256E-5	3.12256E-5	3.12256E-5	3.965547545772697E-5
495	5.4408553719008265E-5	5.4408553719008265E-5	0.9642348608596771	4.807257561844339E-5	5.4408553719008265E-5	5.4408553719008265E-5	0.0	5.4408553719008265E-5	5.2814788835110825E-5	5.4408553719008265E-5	5.4408553719008265E-5	4.5403E-5	0.09085129999999998	4.5403E-5	5.766030283508331E-5
494	1.1745599173553719E-5	0.11746797520661156	1.1745599173553719E-5	0.36621861070780826	1.1745599173553719E-5	1.1745599173553719E-5	0.0	1.1745599173553719E-5	0.3713556361109773	1.1745599173553719E-5	0.23492396694214876	9.801499999999998E-6	9.801499999999998E-6	9.801499999999998E-6	1.2447579636545363E-5
489	2.7219735537190086E-5	0.4899813636363637	2.7219735537190086E-5	0.7880690843106787	2.7219735537190086E-5	2.7219735537190086E-5	0.0	2.7219735537190086E-5	2.6422400271264927E-5	2.7219735537190086E-5	2.7219735537190086E-5	2.27144E-5	2.27144E-5	2.27144E-5	2.884653398932266E-5
488	4.60460082644628E-5	4.60460082644628E-5	4.60460082644628E-5	1.0	4.60460082644628E-5	4.60460082644628E-5	0.0	4.60460082644628E-5	1.0	4.60460082644628E-5	4.60460082644628E-5	3.84246E-5	3.84246E-5	3.84246E-5	4.8797966484966684E-5
491	1.3613702479338844E-5	1.3613702479338844E-5	0.13615020661157023	0.5154183504911455	1.3613702479338844E-5	1.3613702479338844E-5	0.0	1.3613702479338844E-5	0.5058750138501806	1.3613702479338844E-5	0.40842545454545454	1.13604E-5	1.13604E-5	1.13604E-5	1.442733088843646E-5
490	5.6996264462809915E-5	5.6996264462809915E-5	5.6996264462809915E-5	5.0358942593983906E-5	5.6996264462809915E-5	5.6996264462809915E-5	0.0	5.6996264462809915E-5	5.532669895141454E-5	5.6996264462809915E-5	5.6996264462809915E-5	4.75624E-5	4.75624E-5	0.9988589999999999	6.040266915321381E-5
485	2.6615169421487603E-5	2.6615169421487603E-5	2.6615169421487603E-5	0.6346553978638259	2.6615169421487603E-5	2.6615169421487603E-5	0.0	2.6615169421487603E-5	0.6611684601827593	2.6615169421487603E-5	2.6615169421487603E-5	2.22099E-5	2.22099E-5	2.22099E-5	2.8205835736337182E-5
484	2.785234297520661E-5	2.785234297520661E-5	2.785234297520661E-5	0.5691844960576641	2.785234297520661E-5	0.2228470247933884	0.0	2.785234297520661E-5	0.47176057436638186	2.785234297520661E-5	2.785234297520661E-5	2.3242299999999996E-5	2.3242299999999996E-5	2.3242299999999996E-5	2.9516949465538777E-5
487	3.862524380165289E-5	3.862524380165289E-5	0.3090405371900826	0.9892553167768151	3.862524380165289E-5	3.862524380165289E-5	0.0	3.862524380165289E-5	0.9905224600866	3.862524380165289E-5	3.862524380165289E-5	3.22321E-5	3.22321E-5	3.22321E-5	4.09336970466861E-5
486	3.1514731404958676E-5	3.1514731404958676E-5	3.1514731404958676E-5	1.0	3.1514731404958676E-5	3.1514731404958676E-5	0.0	3.1514731404958676E-5	1.0	3.1514731404958676E-5	3.1514731404958676E-5	2.62985E-5	2.62985E-5	2.62985E-5	3.339822201414969E-5
481	1.6188351239669417E-5	1.6188351239669417E-5	0.550422396694215	1.4303187383476638E-5	1.6188351239669417E-5	1.6188351239669417E-5	0.0	1.6188351239669417E-5	1.571415326948943E-5	0.6475520247933885	1.6188351239669417E-5	1.35089E-5	1.35089E-5	1.35089E-5	1.7155854568395412E-5
480	7.477985537190082E-5	7.477985537190082E-5	7.477985537190082E-5	1.0	7.477985537190082E-5	7.477985537190082E-5	0.0	7.477985537190082E-5	1.0	7.477985537190082E-5	7.477985537190082E-5	6.24025E-5	6.24025E-5	6.24025E-5	7.924910353206366E-5
483	2.4443644628099174E-5	0.2444604132231405	2.4443644628099174E-5	0.7168868287045632	2.4443644628099174E-5	0.07335526033057851	0.0	2.4443644628099174E-5	0.24842332658069166	2.4443644628099174E-5	2.4443644628099174E-5	2.03978E-5	2.03978E-5	2.03978E-5	2.590452888948886E-5
482	5.204553305785124E-5	5.204553305785124E-5	0.31232520661157026	0.9852507618156915	5.204553305785124E-5	5.204553305785124E-5	0.0	5.204553305785124E-5	0.9881885971326911	5.204553305785124E-5	5.204553305785124E-5	4.34311E-5	4.34311E-5	4.34311E-5	5.5156055292839404E-5
550	3.07071652892562E-5	3.07071652892562E-5	3.07071652892562E-5	0.6838832739135463	3.07071652892562E-5	3.07071652892562E-5	0.0	3.07071652892562E-5	2.9807674338351666E-5	3.07071652892562E-5	3.07071652892562E-5	2.56246E-5	0.17939799999999997	2.56246E-5	3.2542391384443234E-5
551	4.128677272727272E-5	4.128677272727272E-5	4.128677272727272E-5	0.4137962074841102	4.128677272727272E-5	4.128677272727272E-5	0.0	4.128677272727272E-5	0.419602694198057	4.128677272727272E-5	0.8266359313281191	3.44531E-5	3.44531E-5	3.44531E-5	4.375429331998786E-5
548	2.2599628099173554E-5	2.2599628099173554E-5	2.2599628099173554E-5	0.7046397701439098	2.2599628099173554E-5	2.2599628099173554E-5	0.0	2.2599628099173554E-5	0.7145239002579773	2.2599628099173554E-5	0.40681607438016526	0.132032	1.8859E-5	1.8859E-5	2.395030397037281E-5
549	2.9939983471074377E-5	2.9939983471074377E-5	2.9939983471074377E-5	2.645341625622617E-5	2.9939983471074377E-5	2.9939983471074377E-5	0.0	0.7485295454545455	2.9062965226349416E-5	2.9939983471074377E-5	2.9939983471074377E-5	0.0499938	0.324822	2.49844E-5	3.1729358636056115E-5
546	3.7419107438016534E-5	3.7419107438016534E-5	3.7419107438016534E-5	0.8750319965697084	3.7419107438016534E-5	3.7419107438016534E-5	0.0	3.7419107438016534E-5	0.8873069489000808	3.7419107438016534E-5	3.7419107438016534E-5	0.34351299999999996	3.12256E-5	3.12256E-5	3.965547545772697E-5
547	2.4443644628099174E-5	2.4443644628099174E-5	2.4443644628099174E-5	2.1597136377549597E-5	2.4443644628099174E-5	2.4443644628099174E-5	0.0	0.7088882231404959	2.3727628123710405E-5	2.4443644628099174E-5	0.2444604132231405	2.03978E-5	0.20399799999999998	2.03978E-5	2.590452888948886E-5
544	1.4789880165289255E-5	1.4789880165289255E-5	0.05917414049586778	1.0	1.4789880165289255E-5	1.4789880165289255E-5	0.0	1.4789880165289255E-5	1.0	1.4789880165289255E-5	1.4789880165289255E-5	1.23419E-5	1.23419E-5	1.23419E-5	1.567380330727738E-5
545	2.5483210743801655E-5	2.5483210743801655E-5	2.5483210743801655E-5	0.645728805776276	2.5483210743801655E-5	2.5483210743801655E-5	0.0	2.5483210743801655E-5	0.6905955329560025	2.5483210743801655E-5	0.2548572727272727	2.12653E-5	2.12653E-5	2.12653E-5	2.7006225092590744E-5
558	0.2101649173553719	2.1014454545454548E-5	2.1014454545454548E-5	0.1872173758178044	2.1014454545454548E-5	0.14712227272727274	0.0	2.1014454545454548E-5	0.5807565054866809	2.1014454545454548E-5	2.1014454545454548E-5	1.75362E-5	1.75362E-5	1.75362E-5	0.1559150945833098
559	3.23659173553719E-5	0.09712998760330577	3.23659173553719E-5	2.859684559089518E-5	3.23659173553719E-5	3.23659173553719E-5	0.0	3.23659173553719E-5	3.141783733871641E-5	3.23659173553719E-5	0.8091790909090909	2.70088E-5	0.108062	0.13507099999999997	3.430027943554829E-5
556	3.991166942148761E-5	3.991166942148761E-5	3.991166942148761E-5	1.0	3.991166942148761E-5	3.991166942148761E-5	0.0	3.991166942148761E-5	0.13523556935354766	3.991166942148761E-5	0.15968694214876034	3.33056E-5	3.33056E-5	3.33056E-5	4.229700641156204E-5
557	0.09779878512396695	2.4443644628099174E-5	2.4443644628099174E-5	1.0	2.4443644628099174E-5	2.4443644628099174E-5	0.0	2.4443644628099174E-5	1.0	2.4443644628099174E-5	2.4443644628099174E-5	2.03978E-5	2.03978E-5	2.03978E-5	2.590452888948886E-5
554	2.5483210743801655E-5	0.22937442148760329	2.5483210743801655E-5	0.5131413411403356	2.5483210743801655E-5	2.5483210743801655E-5	0.0	2.5483210743801655E-5	0.5467272851266126	2.5483210743801655E-5	2.5483210743801655E-5	2.12653E-5	2.12653E-5	2.12653E-5	2.7006225092590744E-5
555	4.275990082644629E-5	4.275990082644629E-5	4.275990082644629E-5	0.8570835906408192	4.275990082644629E-5	4.275990082644629E-5	0.0	4.275990082644629E-5	4.150735460498113E-5	4.275990082644629E-5	4.275990082644629E-5	3.568240000000001E-5	0.285495	0.07140049999999999	4.531546351304051E-5
552	1.4433611570247934E-5	1.4433611570247934E-5	0.1443504958677686	1.2752790438823496E-5	0.08661580991735537	1.4433611570247934E-5	0.0	0.0721823181818182	1.4010814386788888E-5	0.274252520661157	1.4433611570247934E-5	0.192725	0.132502	1.2044599999999998E-5	0.24475435244127997
553	1.4932723140495866E-4	1.4932723140495866E-4	1.4932723140495866E-4	1.0	1.4932723140495866E-4	1.4932723140495866E-4	0.0	1.4932723140495866E-4	1.0	1.4932723140495866E-4	1.4932723140495866E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.2461099999999998E-4	1.5825183350401002E-4
567	8.544358677685951E-5	8.544358677685951E-5	8.544358677685951E-5	7.549352088376883E-5	8.544358677685951E-5	8.544358677685951E-5	0.0	8.544358677685951E-5	8.294072686144094E-5	8.544358677685951E-5	0.9992611944159275	7.130120000000001E-5	7.130120000000001E-5	7.130120000000001E-5	9.055015713730025E-5
566	1.842902066115702E-5	1.842902066115702E-5	1.842902066115702E-5	0.9234576090221506	1.842902066115702E-5	1.842902066115702E-5	0.0	1.842902066115702E-5	0.9364103120887941	0.16587999999999997	0.2027375619834711	1.53787E-5	1.53787E-5	1.53787E-5	1.9530438499876568E-5
565	5.6996264462809915E-5	0.5700201652892561	5.6996264462809915E-5	5.0358942593983906E-5	5.6996264462809915E-5	5.6996264462809915E-5	0.0	5.6996264462809915E-5	0.7079730146824095	5.6996264462809915E-5	5.6996264462809915E-5	4.75624E-5	4.75624E-5	4.75624E-5	6.040266915321381E-5
564	3.7419107438016534E-5	3.7419107438016534E-5	3.7419107438016534E-5	0.8750319965697084	3.7419107438016534E-5	3.7419107438016534E-5	0.0	0.11229471074380165	3.63230066350161E-5	3.7419107438016534E-5	3.7419107438016534E-5	3.12256E-5	3.12256E-5	0.249836	3.965547545772697E-5
563	1.7058351239669422E-4	1.7058351239669422E-4	1.7058351239669422E-4	0.5699937448713879	1.7058351239669422E-4	1.7058351239669422E-4	0.0	1.7058351239669422E-4	0.5780004766095583	1.7058351239669422E-4	1.7058351239669422E-4	1.4234899999999997E-4	1.4234899999999997E-4	1.4234899999999997E-4	1.807785046862823E-4
562	5.204553305785124E-5	5.204553305785124E-5	5.204553305785124E-5	4.5984733144113316E-5	5.204553305785124E-5	5.204553305785124E-5	0.0	5.204553305785124E-5	1.0	0.1561889669421488	5.204553305785124E-5	4.34311E-5	4.34311E-5	4.34311E-5	5.5156055292839404E-5
561	2.3485446280991738E-5	2.3485446280991738E-5	2.3485446280991738E-5	0.1830803122225224	0.39927727272727276	2.3485446280991738E-5	0.0	2.3485446280991738E-5	2.2797497842615445E-5	2.3485446280991738E-5	2.3485446280991738E-5	1.95982E-5	1.95982E-5	0.176404	2.4889063432428037E-5
560	1.3460793388429752E-5	1.3460793388429752E-5	1.3460793388429752E-5	0.3119579024954564	1.3460793388429752E-5	1.3460793388429752E-5	0.0	1.3460793388429752E-5	0.40799337703029176	1.3460793388429752E-5	1.3460793388429752E-5	0.11233899999999998	1.1232799999999999E-5	1.1232799999999999E-5	1.4265283124153115E-5
575	3.1514731404958676E-5	3.1514731404958676E-5	0.5672963223140497	0.7018677715535655	3.1514731404958676E-5	3.1514731404958676E-5	0.0	3.1514731404958676E-5	3.059158478911441E-5	3.1514731404958676E-5	3.1514731404958676E-5	2.62985E-5	2.62985E-5	2.62985E-5	3.339822201414969E-5
574	2.785234297520661E-5	2.785234297520661E-5	0.6963367355371901	2.460888541057962E-5	2.785234297520661E-5	2.785234297520661E-5	0.0	2.785234297520661E-5	2.703647702888127E-5	2.785234297520661E-5	0.5013704545454545	2.3242299999999996E-5	2.3242299999999996E-5	2.3242299999999996E-5	2.9516949465538777E-5
573	3.07071652892562E-5	3.07071652892562E-5	0.1842734297520661	0.30776253053612423	3.07071652892562E-5	3.07071652892562E-5	0.0	3.07071652892562E-5	0.31208112749596584	3.07071652892562E-5	0.7370026446280991	2.56246E-5	2.56246E-5	2.56246E-5	3.2542391384443234E-5
572	1.787909917355372E-5	0.33972061983471075	1.787909917355372E-5	0.9556280949461726	1.787909917355372E-5	1.787909917355372E-5	0.0	1.787909917355372E-5	0.9684504984617737	1.787909917355372E-5	1.787909917355372E-5	1.49198E-5	1.49198E-5	1.49198E-5	1.8947650733186716E-5
571	4.60460082644628E-5	4.60460082644628E-5	0.9119772193485338	4.0683864262459305E-5	4.60460082644628E-5	4.60460082644628E-5	0.0	4.60460082644628E-5	4.469720360050216E-5	4.60460082644628E-5	4.60460082644628E-5	3.84246E-5	0.230586	3.84246E-5	4.8797966484966684E-5
570	1.555790082644628E-5	0.2800573140495868	1.555790082644628E-5	0.7429372333643887	1.555790082644628E-5	1.555790082644628E-5	0.0	1.555790082644628E-5	0.7547652639106928	1.555790082644628E-5	1.555790082644628E-5	1.29828E-5	1.29828E-5	1.29828E-5	1.648772503242781E-5
569	2.785234297520661E-5	2.785234297520661E-5	0.3342561570247934	0.4032054054652532	2.785234297520661E-5	2.785234297520661E-5	0.0	2.785234297520661E-5	0.408862360379688	2.785234297520661E-5	0.2506990082644628	2.3242299999999996E-5	0.209204	2.3242299999999996E-5	2.9516949465538777E-5
568	2.3485446280991738E-5	0.28184884297520657	0.25836363636363635	0.47074554198382473	2.3485446280991738E-5	2.3485446280991738E-5	0.0	2.3485446280991738E-5	0.47734941144893855	2.3485446280991738E-5	2.3485446280991738E-5	1.95982E-5	0.196002	1.95982E-5	2.4889063432428037E-5
516	3.07071652892562E-5	3.07071652892562E-5	3.07071652892562E-5	0.3761477563214995	3.07071652892562E-5	3.07071652892562E-5	0.0	3.07071652892562E-5	0.38142544434234793	3.07071652892562E-5	0.8438932037160937	2.56246E-5	2.56246E-5	2.56246E-5	3.2542391384443234E-5
517	0.03804668181818182	1.9013814049586775E-5	0.15213016528925621	0.6351797816949957	1.9013814049586775E-5	1.9013814049586775E-5	0.0	1.9013814049586775E-5	0.6440894811096064	1.9013814049586775E-5	1.9013814049586775E-5	1.5866699999999995E-5	0.047616	1.5866699999999995E-5	0.08062092167453129
518	2.6036847107438014E-5	2.6036847107438014E-5	2.6036847107438014E-5	1.0	2.6036847107438014E-5	2.6036847107438014E-5	0.0	2.6036847107438014E-5	1.0	2.6036847107438014E-5	2.6036847107438014E-5	2.17273E-5	2.17273E-5	2.17273E-5	2.7592949756375257E-5
519	2.785234297520661E-5	2.785234297520661E-5	2.785234297520661E-5	2.460888541057962E-5	2.785234297520661E-5	2.785234297520661E-5	0.0	0.8596385469324064	2.703647702888127E-5	0.111437173553719	2.785234297520661E-5	2.3242299999999996E-5	0.18596199999999996	2.3242299999999996E-5	2.9516949465538777E-5
512	2.065231404958678E-5	2.065231404958678E-5	2.065231404958678E-5	0.5519346517355553	2.065231404958678E-5	2.065231404958678E-5	0.0	0.47502239669421487	0.559676974154374	0.10328194214876033	2.065231404958678E-5	1.7234E-5	0.103421	1.7234E-5	2.188660791268917E-5
513	4.275990082644629E-5	4.275990082644629E-5	4.275990082644629E-5	0.8108558064223871	4.275990082644629E-5	4.275990082644629E-5	0.0	4.275990082644629E-5	0.4828565705322322	4.275990082644629E-5	4.275990082644629E-5	3.568240000000001E-5	3.568240000000001E-5	3.568240000000001E-5	4.531546351304051E-5
514	4.987916115702479E-5	0.29932433884297516	4.987916115702479E-5	0.9997825195980697	4.987916115702479E-5	4.987916115702479E-5	0.0	4.987916115702479E-5	4.841807369822409E-5	4.987916115702479E-5	4.987916115702479E-5	4.1623300000000005E-5	4.1623300000000005E-5	4.1623300000000005E-5	5.2860209303251406E-5
515	2.2599628099173554E-5	2.2599628099173554E-5	2.2599628099173554E-5	1.9967859031082183E-5	2.2599628099173554E-5	2.2599628099173554E-5	0.0	0.7006124380165288	2.193762752772625E-5	0.18081979338842974	0.2034194214876033	1.8859E-5	0.094314	1.8859E-5	2.395030397037281E-5
524	3.07071652892562E-5	3.07071652892562E-5	0.4913450826446282	2.7131258313159144E-5	0.24568752066115707	3.07071652892562E-5	0.0	0.46063863636363633	2.9807674338351666E-5	3.07071652892562E-5	3.07071652892562E-5	2.56246E-5	2.56246E-5	2.56246E-5	3.2542391384443234E-5
525	3.1514731404958676E-5	3.1514731404958676E-5	3.1514731404958676E-5	2.7844781840442997E-5	0.1260900826446281	3.1514731404958676E-5	0.0	0.8859649815534364	3.059158478911441E-5	3.1514731404958676E-5	3.1514731404958676E-5	2.62985E-5	0.157817	2.62985E-5	3.339822201414969E-5
526	3.521966115702479E-5	3.521966115702479E-5	3.521966115702479E-5	0.5882932754778197	3.521966115702479E-5	3.521966115702479E-5	0.0	0.6692073553719007	3.418798772816055E-5	3.521966115702479E-5	3.521966115702479E-5	2.9390199999999995E-5	2.9390199999999995E-5	2.9390199999999995E-5	3.732457838432848E-5
527	4.987916115702479E-5	4.987916115702479E-5	4.987916115702479E-5	4.407063931324262E-5	4.987916115702479E-5	4.987916115702479E-5	0.0	4.987916115702479E-5	4.841807369822409E-5	4.987916115702479E-5	0.548720743801653	4.1623300000000005E-5	4.1623300000000005E-5	0.5411450000000001	5.2860209303251406E-5
520	1.932035123966942E-5	1.932035123966942E-5	0.1739029338842975	0.7745014889960009	0.1932226859504132	1.932035123966942E-5	0.0	1.932035123966942E-5	0.77800432587601	1.932035123966942E-5	1.932035123966942E-5	1.61225E-5	1.61225E-5	1.61225E-5	2.0475039809233556E-5
521	1.7361053719008265E-5	1.7361053719008265E-5	0.2604331818181818	0.7152891406237227	1.7361053719008265E-5	1.7361053719008265E-5	0.0	1.7361053719008265E-5	0.7253222373243737	1.7361053719008265E-5	1.7361053719008265E-5	1.4487499999999998E-5	1.4487499999999998E-5	0.17386499999999996	1.839864408350262E-5
522	2.6615169421487603E-5	2.6615169421487603E-5	2.6615169421487603E-5	2.3515783036981387E-5	2.6615169421487603E-5	2.6615169421487603E-5	0.0	2.6615169421487603E-5	2.583554343433094E-5	2.6615169421487603E-5	2.6615169421487603E-5	0.621899	0.24433099999999996	2.22099E-5	0.16926371566780996
523	5.4408553719008265E-5	5.4408553719008265E-5	5.4408553719008265E-5	0.6058936781939517	5.4408553719008265E-5	5.4408553719008265E-5	0.0	5.4408553719008265E-5	0.6143952733838294	5.4408553719008265E-5	0.6529565702479339	4.5403E-5	4.5403E-5	4.5403E-5	5.766030283508331E-5
533	3.7419107438016534E-5	0.14971429752066118	3.7419107438016534E-5	0.250033545980288	3.7419107438016534E-5	3.7419107438016534E-5	0.0	3.7419107438016534E-5	0.25354300225183657	3.7419107438016534E-5	0.8250962113253986	3.12256E-5	3.12256E-5	3.12256E-5	3.965547545772697E-5
532	1.3021958677685952E-5	1.3021958677685952E-5	0.3646282644628099	0.4667774242809741	1.3021958677685952E-5	1.3021958677685952E-5	0.0	1.3021958677685952E-5	0.4742513039511288	1.3021958677685952E-5	0.19534256198347105	1.08666E-5	1.08666E-5	0.0543439	1.3800221280261575E-5
535	3.862524380165289E-5	3.862524380165289E-5	3.862524380165289E-5	3.4127261735815456E-5	3.862524380165289E-5	3.862524380165289E-5	0.0	0.9616286905499662	3.749381219770006E-5	3.862524380165289E-5	0.23179028925619835	3.22321E-5	3.22321E-5	3.22321E-5	4.09336970466861E-5
534	4.60460082644628E-5	4.60460082644628E-5	0.04609202479338843	1.0	4.60460082644628E-5	4.60460082644628E-5	0.0	4.60460082644628E-5	4.469720360050216E-5	4.60460082644628E-5	4.60460082644628E-5	3.84246E-5	3.84246E-5	3.84246E-5	4.8797966484966684E-5
529	2.303402892561983E-5	2.303402892561983E-5	2.303402892561983E-5	0.2565082227347615	2.303402892561983E-5	2.303402892561983E-5	0.0	0.5067726033057851	0.2601074170256632	2.303402892561983E-5	2.303402892561983E-5	1.9221499999999995E-5	0.38445	1.9221499999999995E-5	2.4410666937086848E-5
528	2.4952582644628095E-5	2.4952582644628095E-5	2.4952582644628095E-5	2.2046807607758015E-5	0.2745029752066116	2.4952582644628095E-5	0.0	0.2745029752066116	2.422165805165066E-5	2.4952582644628095E-5	0.2745029752066116	0.3123580000000001	2.0822499999999996E-5	2.0822499999999996E-5	2.6443883791457004E-5
531	1.1861838842975207E-5	1.1861838842975207E-5	1.1861838842975207E-5	0.30380200643212474	0.13049280991735537	0.011873750413223139	0.0	1.1861838842975207E-5	0.28624237942318964	0.5100728512396695	1.1861838842975207E-5	9.8985E-6	9.8985E-6	9.8985E-6	0.08800831857763637
530	5.4408553719008265E-5	0.21768814049586777	5.4408553719008265E-5	4.807257561844339E-5	5.4408553719008265E-5	5.4408553719008265E-5	0.0	5.4408553719008265E-5	5.2814788835110825E-5	5.4408553719008265E-5	5.4408553719008265E-5	4.5403E-5	4.5403E-5	0.8172990000000001	5.766030283508331E-5
541	1.842902066115702E-5	0.901290098084983	1.842902066115702E-5	1.6282926649414242E-5	0.12902123966942147	1.842902066115702E-5	0.0	1.842902066115702E-5	1.7889187786237E-5	1.842902066115702E-5	1.842902066115702E-5	1.53787E-5	0.107666	1.53787E-5	1.9530438499876568E-5
540	1.5762578512396695E-5	1.5762578512396695E-5	1.5762578512396695E-5	0.28084199724691367	1.5762578512396695E-5	1.5762578512396695E-5	0.0	1.5762578512396695E-5	0.28478192858564505	0.6935673553719008	1.5762578512396695E-5	1.31536E-5	1.31536E-5	1.31536E-5	0.05013054265316819
543	6.298799999999999E-5	6.298799999999999E-5	6.298799999999999E-5	5.565292929292929E-5	6.298799999999999E-5	6.298799999999999E-5	0.0	0.1890272727272727	0.21342730077050345	6.298799999999999E-5	6.298799999999999E-5	5.256239999999999E-5	5.256239999999999E-5	0.683364	6.675250317685581E-5
